L0 Component,L0 Component  Business Unit Alignment,L1 Component,L1 Component Description,L2 Capability  Component,L2 Capability  Component Description
12. Tooling / Tech Support ,All BUs,12.02 Tool Usage & Configuration Support,"Provide support for day-to-day tool usage, configuration, and troubleshooting.",12.02.02 Systems/Tooling Requirement Building,Support workflow and rule adjustments based on business needs.
12. Tooling / Tech Support ,All BUs,12.02 Tool Usage & Configuration Support,"Provide support for day-to-day tool usage, configuration, and troubleshooting.",12.02.03 Systems/Tooling Development,Resolve simple tool usage issues and queries.
12. Tooling / Tech Support ,All BUs,12.03 Tool Access & Governance,"Manage access, permissions, and governance to ensure compliant tool usage.",12.03.00 Tool Access & Governance Leader/Management,Management level 2 and above that touch all parts of the L1 capability
12. Tooling / Tech Support ,All BUs,12.03 Tool Access & Governance,"Manage access, permissions, and governance to ensure compliant tool usage.",12.03.01 Access Provisioning & Deactivation,Manage access requests and timely deactivation of users.
12. Tooling / Tech Support ,All BUs,12.03 Tool Access & Governance,"Manage access, permissions, and governance to ensure compliant tool usage.",12.03.02 Role & Permission Mgmt,Assign and manage user roles and entitlements.
12. Tooling / Tech Support ,All BUs,12.03 Tool Access & Governance,"Manage access, permissions, and governance to ensure compliant tool usage.",12.03.03 Compliance & Audit Readiness,Ensure compliance with governance and audit requirements.
12. Tooling / Tech Support ,All BUs,12.04 Tool Performance & Feedback Mgmt,Capture feedback and monitor performance to improve tool effectiveness.,12.04.00 Tool Performance & Feedback Leader/Management,Management level 2 and above that touch all parts of the L1 capability
12. Tooling / Tech Support ,All BUs,12.04 Tool Performance & Feedback Mgmt,Capture feedback and monitor performance to improve tool effectiveness.,12.04.01 User Feedback Capture,Collect feedback from business users on tool usage.
12. Tooling / Tech Support ,All BUs,12.04 Tool Performance & Feedback Mgmt,Capture feedback and monitor performance to improve tool effectiveness.,12.04.02 Enhancement Request Mgmt,Track and prioritize business-driven enhancement requests.
12. Tooling / Tech Support ,All BUs,12.04 Tool Performance & Feedback Mgmt,Capture feedback and monitor performance to improve tool effectiveness.,12.04.03 Systems/Tooling Support (Post-Release) ,"Monitor adoption, performance, and user satisfaction of tools."
12. Tooling / Tech Support ,All BUs,12.04 Tool Performance & Feedback Mgmt,Capture feedback and monitor performance to improve tool effectiveness.,12.04.04 Systems/Tooling Change Mgmt/Adoption ,Drive adoption of new systems and tools through structured change management practices
12. Tooling / Tech Support ,All BUs,12.05 Tooling Capital & Portfolio Mgmt,"Manage financial planning, prioritization, and portfolio of tooling investments.",12.05.00 Tooling Capital & Portfolio Leader / Management,Management level 2 and above that touch all parts of the L1 capability
12. Tooling / Tech Support ,All BUs,12.05 Tooling Capital & Portfolio Mgmt,"Manage financial planning, prioritization, and portfolio of tooling investments.",12.05.01 Systems/Tooling Capital Planning,Plan capital investments for tooling and technology initiatives.
12. Tooling / Tech Support ,All BUs,12.05 Tooling Capital & Portfolio Mgmt,"Manage financial planning, prioritization, and portfolio of tooling investments.",12.05.02 Systems/Tooling Capital Prioritization,Prioritize capital projects based on business value and urgency.
12. Tooling / Tech Support ,All BUs,12.05 Tooling Capital & Portfolio Mgmt,"Manage financial planning, prioritization, and portfolio of tooling investments.",12.05.03 Systems/Tooling Capital Benefit Modeling,Model expected benefits and ROI for tooling investments.
12. Tooling / Tech Support ,All BUs,12.05 Tooling Capital & Portfolio Mgmt,"Manage financial planning, prioritization, and portfolio of tooling investments.",12.05.04 Systems/Tooling Project Portfolio Management,Manage the overall portfolio of tooling-related projects.
12. Tooling / Tech Support ,All BUs,12.05 Tooling Capital & Portfolio Mgmt,"Manage financial planning, prioritization, and portfolio of tooling investments.",12.05.05 Systems/Tooling Dev Cash Budget Management,Manage development cash budgets for tooling and technology.
12. Tooling / Tech Support ,All BUs,12.06 Tooling Program & Project Mgmt,Oversee execution of tooling programs and projects across the lifecycle.,12.06.00 Tooling Program & Project Leader / Mgmt,Management level 2 and above that touch all parts of the L1 capability
12. Tooling / Tech Support ,All BUs,12.06 Tooling Program & Project Mgmt,Oversee execution of tooling programs and projects across the lifecycle.,12.06.01 Systems/Tooling Development Cycle Project Management ,Manage tooling project activities across development cycles.
12. Tooling / Tech Support ,All BUs,12.06 Tooling Program & Project Mgmt,Oversee execution of tooling programs and projects across the lifecycle.,12.06.02 Systems/Tooling E2E Program Management,Manage end-to-end programs covering multiple tooling initiatives.
12. Tooling / Tech Support ,All BUs,12.06 Tooling Program & Project Mgmt,Oversee execution of tooling programs and projects across the lifecycle.,12.06.03 Systems/Tooling Implementation Project Management,Manage the implementation of tooling projects into operations.
13. Innovation & Transformation,All BUs,13.01 Innovation & Transformation,Drive enterprise-wide innovation and transformation to improve business performance,13.01.00 Innovation & Transformation Leader/Management,Management level 2 and above that touch all parts of the L1 capability
13. Innovation & Transformation,All BUs,13.01 Innovation & Transformation,Drive enterprise-wide innovation and transformation to improve business performance,13.01.01 Business Pain Point Discovery,Identify and document critical business challenges and process inefficiencies
13. Innovation & Transformation,All BUs,13.01 Innovation & Transformation,Drive enterprise-wide innovation and transformation to improve business performance,13.01.02 Workflow Analysis & Business Process Re-engineering,Analyze and redesign workflows to improve efficiency and operational performance
13. Innovation & Transformation,All BUs,13.01 Innovation & Transformation,Drive enterprise-wide innovation and transformation to improve business performance,13.01.03 Opportunity Sizing,Estimate and prioritize opportunities based on business value and impact potential
13. Innovation & Transformation,All BUs,13.01 Innovation & Transformation,Drive enterprise-wide innovation and transformation to improve business performance,13.01.04 Ideation with Partners,Collaborate with internal and external partners to generate and refine new ideas
13. Innovation & Transformation,All BUs,13.01 Innovation & Transformation,Drive enterprise-wide innovation and transformation to improve business performance,13.01.05 Automation Opportunity Identification,Identify business processes suitable for automation to drive efficiency and scalability
13. Innovation & Transformation,All BUs,13.01 Innovation & Transformation,Drive enterprise-wide innovation and transformation to improve business performance,13.01.06 Data Readiness & Compliance,"Assess data quality, accessibility, and compliance to support innovation and automation"
13. Innovation & Transformation,All BUs,13.01 Innovation & Transformation,Drive enterprise-wide innovation and transformation to improve business performance,13.01.07 Proof of Concept,Develop and validate proof of concept solutions to test feasibility and business value
13. Innovation & Transformation,All BUs,13.01 Innovation & Transformation,Drive enterprise-wide innovation and transformation to improve business performance,13.01.08 Technology Development (Coding),Develop and configure technology solutions through coding and system integration
14. Personnel,All BUs,14.01 Onboarding / Talent Mgmt,"Manage employee onboarding and intgeration, inclusing provisioning, access, interviews, and requisition support",14.01.00 Onboarding/Talent Leader/Management,Management level 2 and above that touch all parts of the L1 capability
14. Personnel,All BUs,14.01 Onboarding / Talent Mgmt,"Manage employee onboarding and intgeration, inclusing provisioning, access, interviews, and requisition support",14.01.01 Onboarding/Talent Acquisition,"Oversee employee onboarding by managing equipment provisioning, system access, interviews, and requisition support for seamless new-hire integration"
14. Personnel,All BUs,14.02 Personnel Mgmt,"Manage workforce planning, performance, and engagement to support organizational goals",14.02.00 Personnel Mgmt Leader / Mgmt,Management level 2 and above that touch all parts of the L1 capability
14. Personnel,All BUs,14.02 Personnel Mgmt,"Manage workforce planning, performance, and engagement to support organizational goals",14.02.01 Chief of Staff,Coordinate strategic and operational activities to support executive decision-making
14. Personnel,All BUs,14.02 Personnel Mgmt,"Manage workforce planning, performance, and engagement to support organizational goals",14.02.02 Executive Assistant,Provide administrative and scheduling support to executive leadership teams
